Official Name of Satellite,Country/Organization of UN Registry,Operator/Owner,Country of Operator/Owner,Users,Purpose,Class of Orbit,Perigee (Kilometers),Apogee (Kilometers),Eccentricity,Inclination (Degrees),Period (Minutes),Date of Launch,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number
NSS-6,NR,SES (Société Européenne des Satellites (SES)),Netherlands,Commercial,Communications,GEO,35776.0,35797.0,0.000249,0.02,1436.12,12/17/2002,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 4,2002-057A,27603.0
NSS-7,NR,SES (Société Européenne des Satellites (SES)),Netherlands,Commercial,Communications,GEO,35775.0,35798.0,0.000273,0.08,1436.12,4/16/2002,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 42L,2002-019A,27414.0
NSS-806,NR,SES/Intelsat (SES [Société Européenne des Satellites (SES)]) (shared capacity),Netherlands,Commercial,Communications,GEO,35779.0,35794.0,0.000178,0.03,1436.11,2/19/1998,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44L,1998-014A,25239.0
NSS-9,United Kingdom,SES (Société Européenne des Satellites (SES)),Netherlands,Commercial,Communications,GEO,35784.0,35792.0,9.49e-05,0.02,1436.17,2/11/2009,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2009-008A,33749.0
N-Star C,Japan,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,GEO,35772.0,35799.0,0.00032,0.06,1436.08,7/5/2002,Lockheed Martin Commercial Space Systems/Orbital Sciences,USA,Guiana Space Center,Ariane 5,2002-035B,27461.0
NUDT Phonesat,NR,National University of Defense Technology/CAMSAT,China,Military,Technology Demonstration,LEO,516.0,536.0,0.00145,97.47,95.24,9/19/2015,National University of Defense Technology,China,Taiyuan Launch Center,Long March 6,2015-049B,40900.0
ÑuSat-1,NR,Satellogic,Argentina,Commercial,Earth Observation,LEO,481.0,499.0,0.00131,97.5,94.41,5/29/2016,Satellogic,Uruguay,Taiyuan Launch Center,Long March 4B,2016-033B,41557.0
ÑuSat-2 ,NR,Satellogic,Argentina,Commercial,Earth Observation,LEO,482.0,500.0,0.00131,97.5,94.41,5/29/2016,Satellogic,Uruguay,Taiyuan Launch Center,Long March 4B,2016-033C,41558.0
NuSTAR,USA,National Aeronautics and Space Administration (NASA),USA,Government,Space Science,LEO,613.0,632.0,0.00136,6.0,97.2,6/13/2012,Orbital Sciences Corp.,USA,Kwajalein Island,Pegasus XL,2012-031A,38358.0
USA 219,USA,NASA-Ames Research Center/Stanford University,USA,Government/Civil,Space Science,LEO,624.0,654.0,0.00214,71.97,97.48,11/20/2010,NASA/Ames Research Center,USA,Kodiak Launch Complex,Minotaur 4,2010-062C,37224.0
O3b FM02,United Kingdom,O3b Networks Ltd.,United Kingdom,Commercial,Communications,MEO,8063.0,8069.0,0.000208,0.03,287.93,6/25/2013,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,2013-031C,39190.0
O3b FM03,United Kingdom,O3b Networks Ltd.,United Kingdom,Commercial,Communications,MEO,8060.0,8071.0,0.000381,0.09,287.92,7/10/2014,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-038A,40079.0
O3b FM04,United Kingdom,O3b Networks Ltd.,United Kingdom,Commercial,Communications,MEO,8062.0,8069.0,0.000242,0.04,287.93,6/25/2013,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,2013-031B,39189.0
O3b FM05,United Kingdom,O3b Networks Ltd.,United Kingdom,Commercial,Communications,MEO,8064.0,8068.0,0.000139,0.03,287.94,6/25/2013,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,2013-031A,39188.0
O3b FM06,United Kingdom,O3b Networks Ltd.,United Kingdom,Commercial,Communications,MEO,7831.0,7845.0,0.000493,0.12,281.15,7/10/2014,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-038B,40080.0
O3b FM07,United Kingdom,O3b Networks Ltd.,United Kingdom,Commercial,Communications,MEO,7827.0,7844.0,0.000598,0.12,281.08,7/10/2014,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-038C,40081.0
O3b FM08,United Kingdom,O3b Networks Ltd.,United Kingdom,Commercial,Communications,MEO,7815.0,7842.0,0.000951,0.12,280.87,7/10/2014,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-038D,40082.0
O3B FM09,United Kingdom,O3b Networks Ltd.,United Kingdom,Commercial,Communications,MEO,8063.0,8068.0,0.000173,0.04,287.93,12/18/2014,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-083D,40351.0
O3B FM10,United Kingdom,O3b Networks Ltd.,United Kingdom,Commercial,Communications,MEO,8063.0,8069.0,0.000208,0.04,287.93,12/18/2014,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-083A,40348.0
O3B FM11,United Kingdom,O3b Networks Ltd.,United Kingdom,Commercial,Communications,MEO,8063.0,8069.0,0.000208,0.04,287.93,12/18/2014,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-083B,40349.0
O3B FM12,United Kingdom,O3b Networks Ltd.,United Kingdom,Commercial,Communications,MEO,8063.0,8069.0,0.000208,0.04,287.93,12/18/2014,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-083C,40350.0
O3b PFM,United Kingdom,O3b Networks Ltd.,United Kingdom,Commercial,Communications,MEO,8063.0,8069.0,0.000208,0.03,287.93,6/25/2013,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,2013-031D,39191.0
Oceansat-2,India,Indian Space Research Organization (ISRO),India,Government,Earth Observation,LEO,722.0,724.0,0.000141,98.3,99.2,9/23/2009,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,PSLV,2009-051A,35931.0
OCO 2,USA,National Aeronautics and Space Administration (NASA),USA,Government,Earth Observation,LEO,701.0,704.0,0.000212,98.2,98.83,7/2/2014,Orbital Sciences Corp.,USA,Vandenberg AFB,Delta 2,2014-035A,40059.0
Odin,Sweden,Swedish National Space Board,Sweden,Government,Earth Observation,LEO,569.0,573.0,0.000288,97.6,96.1,2/20/2001,Swedish Space Corporation/Canadian Space Agency/National Technology Agency of Finland/Centre National d'Etudes Spatiales,Sweden/Canada/Finland/France,Svobodny Cosmodrome,Start 1,2001-007A,26702.0
Ofeq 10,NR,Ministry of Defense,Israel,Military,Earth Observation,LEO,385.0,601.0,0.0157,140.94,94.47,4/9/2014,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit,2014-019A,39650.0
Ofeq 5,NR,Ministry of Defense,Israel,Military,Earth Observation,LEO,367.0,764.0,0.0286,143.4,95.97,5/28/2002,"Israel Aircraft Industries (IAI), Missiles and Space Group",Israel,Palmachim Launch Complex ,Shavit,2002-025A,27434.0
Ofeq 7,NR,Ministry of Defense,Israel,Military,Earth Observation,LEO,340.0,576.0,0.0173,141.76,93.75,6/10/2007,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit,2007-025A,31601.0
Ofeq 9,NR,Ministry of Defense,Israel,Military,Earth Observation,LEO,343.0,589.0,0.018,141.78,93.91,6/22/2010,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit,2010-031A,36608.0
OPTOS,NR,Spanish Space Agency,Spain,Government,Technology Development,LEO,594.0,797.0,0.0144,97.8,98.7,11/21/2013,Instituto Nacional de Tecnica Aerospacial (INTA),Spain,Dombarovsky Air Base,Dnepr,2013-066E,39420.0
Optus 10,Australia,Optus Communications (Parent: Singapore Telecom),Australia,Commercial,Communications,GEO,35772.0,35802.0,0.000356,0.05,1436.11,9/11/2014,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2014-054A,40146.0
Optus and Defence C1,Australia,Optus Communications (Parent: Singapore Telecom)/Australian Ministry of Defence,Australia,Military/Commercial,Communications,GEO,35773.0,35799.0,0.000308,0.02,1436.08,6/12/2003,Space Systems/Loral,USA,Guiana Space Center,Ariane 5G,2003-028B,27831.0
Optus B3 ,Australia,Optus Communications (Parent: Signapore Telecom),Australia,Commercial,Communications,GEO,35778.0,35796.0,0.000213,0.02,1436.12,8/28/1994,Hughes Space and Communications,USA,Xichang Satellite Launch Center,Long March CZ-2E,1994-055A,23227.0
Optus D1,Australia,Optus Communications (Parent: Singapore Telecom),Australia,Commercial,Communications,GEO,35774.0,35797.0,0.000273,0.02,1436.08,10/13/2006,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2006-043B,29495.0
Optus D2,Australia,Optus Communications (Parent: Singapore Telecom),Australia,Commercial,Communications,GEO,35774.0,35799.0,0.000297,0.03,1436.1,10/5/2007,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5,2007-044A,32252.0
Optus D3,Australia,Optus Communications (Parent: Singapore Telecom),Australia,Commercial,Communications,GEO,35775.0,35795.0,0.000237,0.04,1436.04,8/21/2009,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5,2009-044B,35756.0
ORBCOMM FM-10,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,770.0,776.0,0.00042,45.0,100.3,12/23/1997,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,1997-084B,25113.0
ORBCOMM FM-11,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,769.0,777.0,0.00056,45.0,100.3,12/23/1997,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,1997-084C,25114.0
ORBCOMM FM-12,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,770.0,776.0,0.00042,45.0,100.3,12/23/1997,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,1997-084D,25115.0
ORBCOMM FM-13,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,788.0,795.0,0.000489,45.0,100.7,8/2/1998,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,1998-046H,25420.0
ORBCOMM FM-14,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,789.0,794.0,0.000349,45.0,100.7,8/2/1998,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,1998-046G,25419.0
ORBCOMM FM-15,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,788.0,795.0,0.000489,45.0,100.7,8/2/1998,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,1998-046F,25418.0
ORBCOMM FM-16,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,789.0,794.0,0.000349,45.0,100.7,8/2/1998,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,1998-046E,25417.0
ORBCOMM FM-18,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,787.0,796.0,0.000628,45.0,100.7,8/2/1998,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,1998-046B,25414.0
ORBCOMM FM-19,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,788.0,795.0,0.000489,45.0,100.7,8/2/1998,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,1998-046C,25415.0
ORBCOMM FM-20,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,791.0,792.0,6.98e-05,45.0,100.7,8/2/1998,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,1998-046D,25416.0
ORBCOMM FM-21,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,810.0,822.0,0.000835,45.0,101.21,9/23/1998,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,1998-053A,25475.0
ORBCOMM FM-23,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,788.0,794.0,0.000419,45.0,100.7,9/23/1998,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,1998-053C,25477.0
ORBCOMM FM-27,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,790.0,792.0,0.00014,45.0,100.7,9/23/1998,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,1998-053G,25481.0
ORBCOMM FM-30,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,788.0,796.0,0.000559,45.0,100.7,12/4/1999,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,1999-065A,25980.0
ORBCOMM FM-31,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,788.0,795.0,0.000489,45.0,100.7,12/4/1999,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,1999-065B,25981.0
ORBCOMM FM-32,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,786.0,796.0,0.000698,45.0,100.7,12/4/1999,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,1999-065C,25982.0
ORBCOMM FM-34,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,787.0,796.0,0.000628,45.0,100.7,12/4/1999,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,1999-065G,25986.0
ORBCOMM FM-35,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,788.0,795.0,0.000489,45.0,100.7,12/4/1999,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,1999-065F,25985.0
ORBCOMM FM-36,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,788.0,795.0,0.000489,45.0,100.7,12/4/1999,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,1999-065E,25984.0
ORBCOMM FM-4,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,768.0,838.0,0.00488,108.0,100.9,2/10/1998,Orbital Sciences Corp.,USA,Vandenberg AFB,Taurus,1998-007C,25159.0
ORBCOMM FM-5,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,772.0,774.0,0.00014,45.0,100.3,12/23/1997,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,1997-084F,25117.0
ORBCOMM FM-6,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,772.0,774.0,0.00014,45.0,100.3,12/23/1997,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,1997-084G,25118.0
ORBCOMM FM-7,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,771.0,774.0,0.00021,45.0,100.3,12/23/1997,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,1997-084H,25119.0
ORBCOMM FM-8,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,768.0,778.0,0.0007,45.0,100.3,12/23/1997,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,1997-084A,25112.0
ORBCOMM FM-9,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,769.0,777.0,0.00056,45.0,100.3,12/23/1997,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,1997-084E,25116.0
ORBCOMM FM-103,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,620.0,741.0,0.00858,47.0,98.36,7/14/2014,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2014-040F,40091.0
ORBCOMM FM-104,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,619.0,741.0,0.00865,47.0,98.36,7/14/2014,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2014-040E,40090.0
ORBCOMM FM-105,NR,ORBCOMM Inc.,USA,Commercial,Communications,LEO,614.0,658.0,0.00314,47.0,97.44,12/22/2015,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2015-081C,41181.0
ORBCOMM FM-106,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,620.0,740.0,0.00851,47.0,98.34,7/14/2014,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2014-040C,40088.0
ORBCOMM FM-107,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,620.0,739.0,0.00844,47.0,98.34,7/14/2014,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2014-040B,40087.0
ORBCOMM FM-108,NR,ORBCOMM Inc.,USA,Commercial,Communications,LEO,614.0,657.0,0.00307,47.0,97.42,12/22/2015,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2015-081J,41187.0
ORBCOMM FM-109,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,620.0,739.0,0.00844,47.0,98.34,7/14/2014,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2014-040A,40086.0
ORBCOMM FM-110,NR,ORBCOMM Inc.,USA,Commercial,Communications,LEO,615.0,658.0,0.00307,47.0,97.44,12/22/2015,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2015-081D,41182.0
ORBCOMM FM-111,USA,ORBCOMM Inc.,USA,Commercial,Communications,LEO,619.0,740.0,0.00858,47.0,98.35,7/14/2014,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2014-040D,40089.0
ORBCOMM FM-112,NR,ORBCOMM Inc.,USA,Commercial,Communications,LEO,614.0,657.0,0.00307,47.0,97.43,12/22/2015,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2015-081F,41184.0
ORBCOMM FM-113,NR,ORBCOMM Inc.,USA,Commercial,Communications,LEO,614.0,656.0,0.003,47.0,97.41,12/22/2015,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2015-081G,41185.0
ORBCOMM FM-114,NR,ORBCOMM Inc.,USA,Commercial,Communications,LEO,614.0,658.0,0.00314,47.0,97.43,12/22/2015,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2015-081A,41179.0
ORBCOMM FM-115,NR,ORBCOMM Inc.,USA,Commercial,Communications,LEO,613.0,655.0,0.003,47.0,97.39,12/22/2015,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2015-081H,41186.0
ORBCOMM FM-116,NR,ORBCOMM Inc.,USA,Commercial,Communications,LEO,614.0,654.0,0.00286,47.0,97.4,12/22/2015,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2015-081L,41189.0
ORBCOMM FM-117,NR,ORBCOMM Inc.,USA,Commercial,Communications,LEO,614.0,656.0,0.003,47.0,97.42,12/22/2015,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2015-081K,41188.0
ORBCOMM FM-118,NR,ORBCOMM Inc.,USA,Commercial,Communications,LEO,615.0,658.0,0.00307,47.0,97.44,12/22/2015,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2015-081E,41183.0
ORBCOMM FM-119,NR,ORBCOMM Inc.,USA,Commercial,Communications,LEO,614.0,658.0,0.00314,47.0,97.43,12/22/2015,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9,2015-081B,41180.0
OUFTI-1,NR,University of Liège,Belgium,Civil,Technology Development,LEO,442.0,687.0,0.0177,98.2,95.9,4/25/2016,University of Liège,Belgium,Guiana Space Center,Soyuz 2.1a,2016-025C,41458.0
Paksat-1R,Pakistan,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO)/PakSat International,Pakistan,Government/Commercial,Communications,GEO,35786.0,35800.0,0.000166,0.1,1436.1,8/11/2011,China Aerospace Science and Technology Corp. (CASC),China,Xichang Satellite Launch Center,Long March 3B,2011-042A,37779.0
Palapa C2,Indonesia,PT Indosat,Indonesia,Commercial,Communications,GEO,35784.0,35789.0,5.93e-05,0.05,1436.13,5/15/1996,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,1996-030A,23864.0
Palapa D1,China,PT Indosat,Indonesia,Commercial,Communications,GEO,35780.0,35792.0,0.000142,0.07,1436.09,8/31/2009,Thales Alenia Space,France,Xichang Satellite Launch Center,Long March 3B,2009-046A,35812.0
USA 207,USA,Unknown US agency,USA,Military,Communications,GEO,35786.0,35787.0,1.19e-05,0.03,1436.12,9/8/2009,Lockheed Martin,USA,Cape Canaveral,Atlas 5,2009-047A,35815.0
ParkinsonSat-1,NR,US Naval Academy,USA,Civil,Technology Development,LEO,356.0,700.0,0.0249,55.0,95.19,5/20/2015,US Naval Academy,USA,Cape Canaveral,Atlas 5,2015-025D,40654.0
Cosmos 2407,Russia,Ministry of Defense,Russia,Military,Communications,LEO,949.0,1008.0,0.00401,83.0,104.7,7/22/2004,NPO-PM,Russia ,Plesetsk Cosmodrome,Kosmos 3M,2004-028A,28380.0
Cosmos 2414,Russia,Ministry of Defense,Russia,Military,Communications,LEO,907.0,968.0,0.00417,83.0,103.8,1/20/2005,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos 3M,2005-002A,28521.0
Cosmos 2463,Russia,Ministry of Defense,Russia,Military,Communications,LEO,968.0,1022.0,0.00367,83.0,105,4/27/2010,Information Satellite Systems (formerly NPO-PM),Russia,Plesetsk Cosmodrome,Kosmos 3M,2010-017A,36519.0
Prototype Communications SATellite (PCSat),USA,US Naval Academy,USA,Government,Communications/Technology Development,LEO,789.0,796.0,0.000489,67.0,100.7,9/30/2001,US Naval Academy,USA,Kodiak Launch Complex,Athena 1,2001-043C,26931.0
Perseus M1,NR,Dauria Aerospace,Russia/USA,Commercial,Communications,LEO,607.0,625.0,0.00129,97.99,7.01,6/19/2014,Dauria Aerospace/Canopus Systems,Russia/USA,Dombarovsky Air Base,Dnepr,2014-033AF,40039.0
Perseus M2,NR,Dauria Aerospace,Russia/USA,Commerical,Communications,LEO,606.0,624.0,0.00129,97.99,96.99,6/19/2014,Dauria Aerospace/Canopus Systems,Russia/USA,Dombarovsky Air Base,Dnepr,2014-033AD,40037.0
Cosmos 2486,Russia,Ministry of Defense,Russia,Military,Earth Observation,LEO,714.0,733.0,0.00134,98.3,99.2,6/7/2013,TsSKB Progress,Russia,Plesetsk Cosmodrome,Soyuz 2.1b,2013-028A,39177.0
Cosmos 2506,Russia,Ministry of Defense,Russia,Military,Earth Observation,LEO,706.0,725.0,0.00134,98.5,99,6/23/2015,TsSKB Progress,Russia,Plesetsk Cosmodrome,Soyuz 2.1b,2015-029A,40699.0
Phonesat 2.4,USA,National Aeronautics and Space Administration (NASA),USA,Government,Technology Development,LEO,499.0,507.0,0.000582,40.51,94.68,11/19/2013,NASA/Ames Research Center,USA,Wallops Island Flight Facility,Minotaur,2013-064B,39381.0
Pléiades HR1A ,France,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",France/Italy,Government,Earth Observation,LEO,697.0,699.0,0.000141,98.2,98.7,12/17/2011,Astrium,France,Guiana Space Center,Soyuz 2/Fregat,2011-076F,38012.0
Pléiades HR1B ,France,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",France,Government,Earth Observation,LEO,678.0,691.0,0.000921,98.5,98.45,12/2/2012,Astrium,France,Guiana Space Center,Soyuz STA/Fregat,2012-068A,39019.0
PolyITAN-1,NR,National Technical University,Ukraine,Civil,Technology Development,LEO,606.0,626.0,0.00143,97.99,97.03,6/19/2014,National Technical University,Ukraine,Dombarovsky Air Base,Dnepr,2014-033AJ,40042.0
Popsat-HIP,NR,Microspace Rapid Pte Ltd.,Singapore,Commercial,Technology Development,LEO,604.0,623.0,0.00136,97.99,96.97,6/19/2014,Microspace Rapid Pte Ltd.,Singapore,Dombarovsky Air Base,Dnepr,2014-033U,40028.0
Prism,Japan,University of Tokyo,Japan,Civil,Earth Observation,LEO,600.0,627.0,0.00193,98.2,97,1/23/2009,University of Tokyo,Japan,Tanegashima Space Center,H2A,2009-002B,33493.0
Project for On-Board Autonomy (Proba 1),ESA,European Space Agency (ESA),ESA,Government,Technology Demonstration,LEO,553.0,676.0,0.00881,97.9,96.98,10/22/2001,Verhaert Design and Development NV (leading a European consortium),Belgium,Satish Dhawan Space Center,PSLV C3,2001-049B,26958.0
